file,score,decision,reason
I:\Record_chunks\New recording 128_sent0056.wav,,OTHER,too_short(0.74s)
I:\Record_chunks\New recording 128_sent0057.wav,0.164276,OTHER,
I:\Record_chunks\New recording 128_sent0058.wav,0.199027,OTHER,
I:\Record_chunks\New recording 128_sent0059.wav,0.129508,OTHER,
I:\Record_chunks\New recording 128_sent0060.wav,,OTHER,too_short(1.99s)
I:\Record_chunks\New recording 128_sent0061.wav,0.419701,OTHER,
I:\Record_chunks\New recording 128_sent0062.wav,,OTHER,too_short(1.11s)
I:\Record_chunks\New recording 128_sent0063.wav,0.435118,OTHER,
I:\Record_chunks\New recording 128_sent0064.wav,,OTHER,too_short(0.87s)
I:\Record_chunks\New recording 128_sent0065.wav,0.065727,OTHER,
I:\Record_chunks\New recording 128_sent0066.wav,0.256313,OTHER,
I:\Record_chunks\New recording 128_sent0067.wav,0.165146,OTHER,
I:\Record_chunks\New recording 128_sent0068.wav,0.298837,OTHER,
I:\Record_chunks\New recording 128_sent0069.wav,,OTHER,too_short(0.54s)
I:\Record_chunks\New recording 128_sent0070.wav,0.232866,OTHER,
I:\Record_chunks\New recording 128_sent0071.wav,,OTHER,too_short(0.60s)
I:\Record_chunks\New recording 128_sent0072.wav,0.310906,OTHER,
I:\Record_chunks\New recording 128_sent0073.wav,0.533331,OTHER,
I:\Record_chunks\New recording 128_sent0074.wav,0.188578,OTHER,
I:\Record_chunks\New recording 128_sent0075.wav,0.225311,OTHER,
I:\Record_chunks\New recording 128_sent0076.wav,0.231626,OTHER,
I:\Record_chunks\New recording 128_sent0077.wav,0.593314,OTHER,
I:\Record_chunks\New recording 128_sent0078.wav,0.280908,OTHER,
I:\Record_chunks\New recording 128_sent0079.wav,,OTHER,too_short(1.62s)
I:\Record_chunks\New recording 128_sent0080.wav,0.147915,OTHER,
I:\Record_chunks\New recording 128_sent0081.wav,0.544816,OTHER,
I:\Record_chunks\New recording 128_sent0082.wav,0.307310,OTHER,
I:\Record_chunks\New recording 128_sent0083.wav,0.225924,OTHER,
I:\Record_chunks\New recording 128_sent0084.wav,0.215649,OTHER,
I:\Record_chunks\New recording 128_sent0085.wav,0.300294,OTHER,
I:\Record_chunks\New recording 128_sent0086.wav,0.197305,OTHER,
I:\Record_chunks\New recording 128_sent0087.wav,0.283155,OTHER,
I:\Record_chunks\New recording 128_sent0088.wav,0.426060,OTHER,
I:\Record_chunks\New recording 128_sent0089.wav,0.307014,OTHER,
I:\Record_chunks\New recording 128_sent0090.wav,0.285483,OTHER,
I:\Record_chunks\New recording 128_sent0091.wav,0.383216,OTHER,
I:\Record_chunks\New recording 128_sent0092.wav,0.281494,OTHER,
I:\Record_chunks\New recording 128_sent0093.wav,0.198927,OTHER,
I:\Record_chunks\New recording 128_sent0094.wav,0.189498,OTHER,
I:\Record_chunks\New recording 128_sent0095.wav,0.288826,OTHER,
I:\Record_chunks\New recording 128_sent0096.wav,,OTHER,too_short(1.22s)
I:\Record_chunks\New recording 128_sent0097.wav,0.612249,OTHER,
I:\Record_chunks\New recording 128_sent0098.wav,0.576959,OTHER,
I:\Record_chunks\New recording 128_sent0099.wav,0.309660,OTHER,
I:\Record_chunks\New recording 128_sent0100.wav,0.268020,OTHER,
I:\Record_chunks\New recording 128_sent0101.wav,0.260414,OTHER,
I:\Record_chunks\New recording 128_sent0102.wav,0.261144,OTHER,
I:\Record_chunks\New recording 128_sent0103.wav,0.220177,OTHER,
I:\Record_chunks\New recording 128_sent0104.wav,0.294767,OTHER,
I:\Record_chunks\New recording 128_sent0105.wav,0.317713,OTHER,
I:\Record_chunks\New recording 128_sent0106.wav,0.276977,OTHER,
I:\Record_chunks\New recording 128_sent0107.wav,0.481949,OTHER,
I:\Record_chunks\New recording 128_sent0108.wav,0.405111,OTHER,
I:\Record_chunks\New recording 128_sent0109.wav,0.236414,OTHER,
I:\Record_chunks\New recording 128_sent0110.wav,0.200367,OTHER,
I:\Record_chunks\New recording 128_sent0111.wav,0.248803,OTHER,
I:\Record_chunks\New recording 128_sent0112.wav,,OTHER,too_short(1.14s)
I:\Record_chunks\New recording 128_sent0113.wav,,OTHER,too_short(1.10s)
I:\Record_chunks\New recording 128_sent0114.wav,,OTHER,too_short(0.88s)
I:\Record_chunks\New recording 128_sent0115.wav,,OTHER,too_short(1.92s)
I:\Record_chunks\New recording 128_sent0116.wav,,OTHER,too_short(0.88s)
I:\Record_chunks\New recording 129_sent0000.wav,,OTHER,too_short(1.56s)
I:\Record_chunks\New recording 129_sent0001.wav,,OTHER,too_short(0.51s)
I:\Record_chunks\New recording 129_sent0002.wav,0.216176,OTHER,
I:\Record_chunks\New recording 129_sent0003.wav,0.136227,OTHER,
I:\Record_chunks\New recording 129_sent0004.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 129_sent0005.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 129_sent0006.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 129_sent0007.wav,0.203938,OTHER,
I:\Record_chunks\New recording 129_sent0008.wav,0.173531,OTHER,
I:\Record_chunks\New recording 129_sent0009.wav,0.018989,OTHER,
I:\Record_chunks\New recording 129_sent0010.wav,0.034386,OTHER,
I:\Record_chunks\New recording 129_sent0011.wav,,OTHER,too_short(1.57s)
I:\Record_chunks\New recording 129_sent0012.wav,,OTHER,too_short(1.78s)
I:\Record_chunks\New recording 129_sent0013.wav,0.564702,OTHER,
I:\Record_chunks\New recording 129_sent0014.wav,,OTHER,too_short(1.21s)
I:\Record_chunks\New recording 129_sent0015.wav,,OTHER,too_short(1.45s)
I:\Record_chunks\New recording 129_sent0016.wav,,OTHER,too_short(1.29s)
I:\Record_chunks\New recording 129_sent0017.wav,,OTHER,too_short(0.71s)
I:\Record_chunks\New recording 129_sent0018.wav,0.498724,OTHER,
I:\Record_chunks\New recording 129_sent0019.wav,,OTHER,too_short(0.71s)
I:\Record_chunks\New recording 129_sent0020.wav,,OTHER,too_short(0.96s)
I:\Record_chunks\New recording 129_sent0021.wav,,OTHER,too_short(0.97s)
I:\Record_chunks\New recording 129_sent0022.wav,,OTHER,too_short(0.97s)
I:\Record_chunks\New recording 129_sent0023.wav,,OTHER,too_short(0.72s)
I:\Record_chunks\New recording 129_sent0024.wav,0.507330,OTHER,
I:\Record_chunks\New recording 129_sent0025.wav,,OTHER,too_short(0.55s)
I:\Record_chunks\New recording 129_sent0026.wav,,OTHER,too_short(1.47s)
I:\Record_chunks\New recording 129_sent0027.wav,,OTHER,too_short(0.97s)
I:\Record_chunks\New recording 129_sent0028.wav,0.514785,OTHER,
I:\Record_chunks\New recording 129_sent0029.wav,0.115781,OTHER,
I:\Record_chunks\New recording 129_sent0030.wav,,OTHER,too_short(1.98s)
I:\Record_chunks\New recording 129_sent0031.wav,0.525115,OTHER,
I:\Record_chunks\New recording 129_sent0032.wav,0.447957,OTHER,
I:\Record_chunks\New recording 129_sent0033.wav,0.327343,OTHER,
I:\Record_chunks\New recording 129_sent0034.wav,,OTHER,too_short(0.82s)
I:\Record_chunks\New recording 129_sent0035.wav,0.569124,OTHER,
I:\Record_chunks\New recording 129_sent0036.wav,0.468784,OTHER,
I:\Record_chunks\New recording 129_sent0037.wav,0.185214,OTHER,
I:\Record_chunks\New recording 129_sent0038.wav,,OTHER,too_short(1.84s)
I:\Record_chunks\New recording 129_sent0039.wav,0.567974,OTHER,
I:\Record_chunks\New recording 129_sent0040.wav,,OTHER,too_short(1.88s)
I:\Record_chunks\New recording 129_sent0041.wav,0.604156,OTHER,
I:\Record_chunks\New recording 129_sent0042.wav,0.608676,OTHER,
I:\Record_chunks\New recording 129_sent0043.wav,,OTHER,too_short(1.24s)
I:\Record_chunks\New recording 129_sent0044.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 129_sent0045.wav,,OTHER,too_short(1.46s)
I:\Record_chunks\New recording 129_sent0046.wav,0.619174,OTHER,
I:\Record_chunks\New recording 129_sent0047.wav,0.244543,OTHER,
I:\Record_chunks\New recording 129_sent0048.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 129_sent0049.wav,0.383890,OTHER,
I:\Record_chunks\New recording 129_sent0050.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 129_sent0051.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 129_sent0052.wav,0.656721,TARGET,
I:\Record_chunks\New recording 129_sent0053.wav,,OTHER,too_short(1.98s)
I:\Record_chunks\New recording 129_sent0054.wav,,OTHER,too_short(0.76s)
I:\Record_chunks\New recording 129_sent0055.wav,0.106210,OTHER,
I:\Record_chunks\New recording 129_sent0056.wav,,OTHER,too_short(1.16s)
I:\Record_chunks\New recording 129_sent0057.wav,,OTHER,too_short(1.62s)
I:\Record_chunks\New recording 129_sent0058.wav,0.584441,OTHER,
I:\Record_chunks\New recording 129_sent0059.wav,0.608971,OTHER,
I:\Record_chunks\New recording 129_sent0060.wav,0.577562,OTHER,
I:\Record_chunks\New recording 129_sent0061.wav,0.553447,OTHER,
I:\Record_chunks\New recording 129_sent0062.wav,,OTHER,too_short(1.70s)
I:\Record_chunks\New recording 129_sent0063.wav,0.653973,TARGET,
I:\Record_chunks\New recording 129_sent0064.wav,,OTHER,too_short(0.98s)
I:\Record_chunks\New recording 129_sent0065.wav,,OTHER,too_short(1.48s)
I:\Record_chunks\New recording 129_sent0066.wav,,OTHER,too_short(1.75s)
I:\Record_chunks\New recording 129_sent0067.wav,0.142718,OTHER,
I:\Record_chunks\New recording 129_sent0068.wav,,OTHER,too_short(1.40s)
I:\Record_chunks\New recording 129_sent0069.wav,0.631672,OTHER,
I:\Record_chunks\New recording 129_sent0070.wav,0.091654,OTHER,
I:\Record_chunks\New recording 129_sent0071.wav,0.133995,OTHER,
I:\Record_chunks\New recording 129_sent0072.wav,0.214325,OTHER,
I:\Record_chunks\New recording 129_sent0073.wav,0.274808,OTHER,
I:\Record_chunks\New recording 129_sent0074.wav,0.652359,TARGET,
I:\Record_chunks\New recording 129_sent0075.wav,0.631393,OTHER,
I:\Record_chunks\New recording 129_sent0076.wav,0.138448,OTHER,
I:\Record_chunks\New recording 129_sent0077.wav,,OTHER,too_short(1.12s)
I:\Record_chunks\New recording 129_sent0078.wav,0.649526,OTHER,
I:\Record_chunks\New recording 129_sent0079.wav,0.631231,OTHER,
I:\Record_chunks\New recording 129_sent0080.wav,0.569349,OTHER,
I:\Record_chunks\New recording 129_sent0081.wav,0.674938,TARGET,
I:\Record_chunks\New recording 129_sent0082.wav,0.638164,OTHER,
I:\Record_chunks\New recording 129_sent0083.wav,0.271692,OTHER,
I:\Record_chunks\New recording 129_sent0084.wav,0.624992,OTHER,
I:\Record_chunks\New recording 129_sent0085.wav,0.636398,OTHER,
I:\Record_chunks\New recording 129_sent0086.wav,0.596382,OTHER,
I:\Record_chunks\New recording 129_sent0087.wav,0.521425,OTHER,
I:\Record_chunks\New recording 129_sent0088.wav,,OTHER,too_short(1.60s)
I:\Record_chunks\New recording 129_sent0089.wav,,OTHER,too_short(1.54s)
I:\Record_chunks\New recording 129_sent0090.wav,,OTHER,too_short(0.64s)
I:\Record_chunks\New recording 129_sent0091.wav,,OTHER,too_short(0.62s)
I:\Record_chunks\New recording 129_sent0092.wav,0.699802,TARGET,
I:\Record_chunks\New recording 129_sent0093.wav,,OTHER,too_short(1.10s)
I:\Record_chunks\New recording 129_sent0094.wav,,OTHER,too_short(0.68s)
I:\Record_chunks\New recording 129_sent0095.wav,,OTHER,too_short(1.88s)
I:\Record_chunks\New recording 129_sent0096.wav,0.078806,OTHER,
I:\Record_chunks\New recording 129_sent0097.wav,0.075090,OTHER,
I:\Record_chunks\New recording 129_sent0098.wav,,OTHER,too_short(1.14s)
I:\Record_chunks\New recording 129_sent0099.wav,,OTHER,too_short(1.67s)
I:\Record_chunks\New recording 129_sent0100.wav,0.544123,OTHER,
I:\Record_chunks\New recording 129_sent0101.wav,0.519641,OTHER,
I:\Record_chunks\New recording 129_sent0102.wav,0.367438,OTHER,
I:\Record_chunks\New recording 129_sent0103.wav,0.270804,OTHER,
I:\Record_chunks\New recording 129_sent0104.wav,0.180309,OTHER,
I:\Record_chunks\New recording 129_sent0105.wav,0.652118,TARGET,
I:\Record_chunks\New recording 129_sent0106.wav,0.652280,TARGET,
I:\Record_chunks\New recording 129_sent0107.wav,,OTHER,too_short(1.04s)
I:\Record_chunks\New recording 129_sent0108.wav,0.362311,OTHER,
I:\Record_chunks\New recording 129_sent0109.wav,,OTHER,too_short(1.25s)
I:\Record_chunks\New recording 129_sent0110.wav,0.488342,OTHER,
I:\Record_chunks\New recording 129_sent0111.wav,,OTHER,too_short(1.16s)
I:\Record_chunks\New recording 129_sent0112.wav,0.567228,OTHER,
I:\Record_chunks\New recording 129_sent0113.wav,0.568707,OTHER,
I:\Record_chunks\New recording 129_sent0114.wav,0.662735,TARGET,
I:\Record_chunks\New recording 129_sent0115.wav,0.622906,OTHER,
I:\Record_chunks\New recording 129_sent0116.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 129_sent0117.wav,0.595177,OTHER,
I:\Record_chunks\New recording 129_sent0118.wav,0.406986,OTHER,
I:\Record_chunks\New recording 129_sent0119.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 129_sent0120.wav,0.577794,OTHER,
I:\Record_chunks\New recording 129_sent0121.wav,,OTHER,too_short(1.40s)
I:\Record_chunks\New recording 129_sent0122.wav,0.520900,OTHER,
I:\Record_chunks\New recording 129_sent0123.wav,0.595185,OTHER,
I:\Record_chunks\New recording 129_sent0124.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 129_sent0125.wav,0.497894,OTHER,
I:\Record_chunks\New recording 129_sent0126.wav,-0.034626,OTHER,
I:\Record_chunks\New recording 129_sent0127.wav,0.496033,OTHER,
I:\Record_chunks\New recording 129_sent0128.wav,0.508706,OTHER,
I:\Record_chunks\New recording 129_sent0129.wav,0.546264,OTHER,
I:\Record_chunks\New recording 129_sent0130.wav,0.579803,OTHER,
I:\Record_chunks\New recording 129_sent0131.wav,0.646474,OTHER,
I:\Record_chunks\New recording 129_sent0132.wav,0.656103,TARGET,
I:\Record_chunks\New recording 129_sent0133.wav,0.231983,OTHER,
I:\Record_chunks\New recording 129_sent0134.wav,0.493007,OTHER,
I:\Record_chunks\New recording 129_sent0135.wav,0.650351,TARGET,
I:\Record_chunks\New recording 129_sent0136.wav,0.637123,OTHER,
I:\Record_chunks\New recording 129_sent0137.wav,0.656426,TARGET,
I:\Record_chunks\New recording 129_sent0138.wav,0.587148,OTHER,
I:\Record_chunks\New recording 129_sent0139.wav,0.599520,OTHER,
I:\Record_chunks\New recording 129_sent0140.wav,0.458460,OTHER,
I:\Record_chunks\New recording 129_sent0141.wav,0.472127,OTHER,
I:\Record_chunks\New recording 129_sent0142.wav,0.667186,TARGET,
I:\Record_chunks\New recording 129_sent0143.wav,0.638176,OTHER,
I:\Record_chunks\New recording 129_sent0144.wav,0.743410,TARGET,
I:\Record_chunks\New recording 129_sent0145.wav,,OTHER,too_short(0.70s)
I:\Record_chunks\New recording 129_sent0146.wav,0.547542,OTHER,
I:\Record_chunks\New recording 129_sent0147.wav,,OTHER,too_short(1.74s)
I:\Record_chunks\New recording 129_sent0148.wav,,OTHER,too_short(0.91s)
I:\Record_chunks\New recording 129_sent0149.wav,,OTHER,too_short(0.91s)
I:\Record_chunks\New recording 129_sent0150.wav,,OTHER,too_short(0.66s)
I:\Record_chunks\New recording 129_sent0151.wav,0.190995,OTHER,
I:\Record_chunks\New recording 129_sent0152.wav,,OTHER,too_short(0.60s)
I:\Record_chunks\New recording 129_sent0153.wav,,OTHER,too_short(1.52s)
I:\Record_chunks\New recording 129_sent0154.wav,0.695468,TARGET,
I:\Record_chunks\New recording 129_sent0155.wav,0.721734,TARGET,
I:\Record_chunks\New recording 129_sent0156.wav,0.699280,TARGET,
I:\Record_chunks\New recording 129_sent0157.wav,0.667833,TARGET,
I:\Record_chunks\New recording 129_sent0158.wav,0.687090,TARGET,
I:\Record_chunks\New recording 129_sent0159.wav,,OTHER,too_short(1.40s)
I:\Record_chunks\New recording 129_sent0160.wav,0.248199,OTHER,
I:\Record_chunks\New recording 129_sent0161.wav,0.162370,OTHER,
I:\Record_chunks\New recording 129_sent0162.wav,0.550502,OTHER,
I:\Record_chunks\New recording 129_sent0163.wav,0.545744,OTHER,
I:\Record_chunks\New recording 129_sent0164.wav,0.721078,TARGET,
I:\Record_chunks\New recording 129_sent0165.wav,0.737995,TARGET,
I:\Record_chunks\New recording 129_sent0166.wav,0.712474,TARGET,
I:\Record_chunks\New recording 129_sent0167.wav,0.654404,TARGET,
I:\Record_chunks\New recording 129_sent0168.wav,0.683627,TARGET,
I:\Record_chunks\New recording 129_sent0169.wav,0.141399,OTHER,
I:\Record_chunks\New recording 129_sent0170.wav,0.675128,TARGET,
I:\Record_chunks\New recording 129_sent0171.wav,0.693781,TARGET,
I:\Record_chunks\New recording 129_sent0172.wav,0.690956,TARGET,
I:\Record_chunks\New recording 129_sent0173.wav,0.686786,TARGET,
I:\Record_chunks\New recording 129_sent0174.wav,,OTHER,too_short(1.78s)
I:\Record_chunks\New recording 129_sent0175.wav,,OTHER,too_short(1.86s)
I:\Record_chunks\New recording 129_sent0176.wav,,OTHER,too_short(0.60s)
I:\Record_chunks\New recording 129_sent0177.wav,,OTHER,too_short(1.92s)
I:\Record_chunks\New recording 129_sent0178.wav,0.595102,OTHER,
I:\Record_chunks\New recording 129_sent0179.wav,0.584236,OTHER,
I:\Record_chunks\New recording 129_sent0180.wav,,OTHER,too_short(1.14s)
I:\Record_chunks\New recording 129_sent0181.wav,0.632176,OTHER,
I:\Record_chunks\New recording 129_sent0182.wav,,OTHER,too_short(1.88s)
I:\Record_chunks\New recording 129_sent0183.wav,,OTHER,too_short(1.56s)
I:\Record_chunks\New recording 129_sent0184.wav,0.343544,OTHER,
I:\Record_chunks\New recording 129_sent0185.wav,,OTHER,too_short(1.02s)
I:\Record_chunks\New recording 129_sent0186.wav,0.403152,OTHER,
I:\Record_chunks\New recording 129_sent0187.wav,,OTHER,too_short(1.82s)
I:\Record_chunks\New recording 129_sent0188.wav,0.631821,OTHER,
I:\Record_chunks\New recording 129_sent0189.wav,0.582249,OTHER,
I:\Record_chunks\New recording 129_sent0190.wav,0.552694,OTHER,
I:\Record_chunks\New recording 129_sent0191.wav,,OTHER,too_short(1.44s)
I:\Record_chunks\New recording 129_sent0192.wav,0.540849,OTHER,
I:\Record_chunks\New recording 129_sent0193.wav,0.566811,OTHER,
I:\Record_chunks\New recording 129_sent0194.wav,,OTHER,too_short(1.78s)
I:\Record_chunks\New recording 129_sent0195.wav,,OTHER,too_short(1.18s)
I:\Record_chunks\New recording 129_sent0196.wav,,OTHER,too_short(0.56s)
I:\Record_chunks\New recording 129_sent0197.wav,,OTHER,too_short(1.16s)
I:\Record_chunks\New recording 129_sent0198.wav,0.556537,OTHER,
I:\Record_chunks\New recording 129_sent0199.wav,0.559442,OTHER,
I:\Record_chunks\New recording 129_sent0200.wav,,OTHER,too_short(0.50s)
I:\Record_chunks\New recording 129_sent0201.wav,,OTHER,too_short(1.34s)
I:\Record_chunks\New recording 129_sent0202.wav,,OTHER,too_short(1.76s)
I:\Record_chunks\New recording 129_sent0203.wav,0.594309,OTHER,
I:\Record_chunks\New recording 129_sent0204.wav,0.551966,OTHER,
I:\Record_chunks\New recording 129_sent0205.wav,0.645883,OTHER,
I:\Record_chunks\New recording 130_sent0000.wav,,OTHER,too_short(1.81s)
I:\Record_chunks\New recording 130_sent0001.wav,,OTHER,too_short(1.79s)
I:\Record_chunks\New recording 130_sent0002.wav,0.538951,OTHER,
I:\Record_chunks\New recording 130_sent0003.wav,0.590620,OTHER,
I:\Record_chunks\New recording 130_sent0004.wav,0.095562,OTHER,
I:\Record_chunks\New recording 130_sent0005.wav,0.250658,OTHER,
I:\Record_chunks\New recording 130_sent0006.wav,0.252920,OTHER,
I:\Record_chunks\New recording 130_sent0007.wav,,OTHER,too_short(1.34s)
I:\Record_chunks\New recording 130_sent0008.wav,0.295648,OTHER,
I:\Record_chunks\New recording 130_sent0009.wav,0.200399,OTHER,
I:\Record_chunks\New recording 130_sent0010.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 130_sent0011.wav,0.208386,OTHER,
I:\Record_chunks\New recording 130_sent0012.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 130_sent0013.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 130_sent0014.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 130_sent0015.wav,,OTHER,too_short(0.50s)
I:\Record_chunks\New recording 130_sent0016.wav,0.236439,OTHER,
I:\Record_chunks\New recording 130_sent0017.wav,,OTHER,too_short(0.46s)
I:\Record_chunks\New recording 130_sent0018.wav,0.576017,OTHER,
I:\Record_chunks\New recording 130_sent0019.wav,0.718740,TARGET,
I:\Record_chunks\New recording 130_sent0020.wav,0.635133,OTHER,
I:\Record_chunks\New recording 130_sent0021.wav,0.626905,OTHER,
I:\Record_chunks\New recording 130_sent0022.wav,0.693737,TARGET,
I:\Record_chunks\New recording 130_sent0023.wav,0.541820,OTHER,
I:\Record_chunks\New recording 130_sent0024.wav,0.452244,OTHER,
I:\Record_chunks\New recording 130_sent0025.wav,0.622321,OTHER,
I:\Record_chunks\New recording 130_sent0026.wav,0.594898,OTHER,
I:\Record_chunks\New recording 130_sent0027.wav,0.506503,OTHER,
I:\Record_chunks\New recording 130_sent0028.wav,0.346647,OTHER,
I:\Record_chunks\New recording 130_sent0029.wav,0.290581,OTHER,
I:\Record_chunks\New recording 130_sent0030.wav,0.427368,OTHER,
I:\Record_chunks\New recording 130_sent0031.wav,,OTHER,too_short(1.26s)
I:\Record_chunks\New recording 130_sent0032.wav,,OTHER,too_short(1.20s)
I:\Record_chunks\New recording 130_sent0033.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 130_sent0034.wav,,OTHER,too_short(0.98s)
I:\Record_chunks\New recording 130_sent0035.wav,0.297212,OTHER,
I:\Record_chunks\New recording 130_sent0036.wav,0.322772,OTHER,
I:\Record_chunks\New recording 130_sent0037.wav,,OTHER,too_short(1.06s)
I:\Record_chunks\New recording 130_sent0038.wav,,OTHER,too_short(0.62s)
I:\Record_chunks\New recording 130_sent0039.wav,0.118471,OTHER,
I:\Record_chunks\New recording 130_sent0040.wav,0.333115,OTHER,
I:\Record_chunks\New recording 130_sent0041.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 130_sent0042.wav,,OTHER,too_short(0.56s)
I:\Record_chunks\New recording 130_sent0043.wav,,OTHER,too_short(1.95s)
I:\Record_chunks\New recording 130_sent0044.wav,,OTHER,too_short(1.87s)
I:\Record_chunks\New recording 130_sent0045.wav,0.323672,OTHER,
I:\Record_chunks\New recording 130_sent0046.wav,,OTHER,too_short(0.49s)
I:\Record_chunks\New recording 130_sent0047.wav,,OTHER,too_short(1.49s)
I:\Record_chunks\New recording 130_sent0048.wav,,OTHER,too_short(0.93s)
I:\Record_chunks\New recording 130_sent0049.wav,0.246373,OTHER,
I:\Record_chunks\New recording 130_sent0050.wav,,OTHER,too_short(0.57s)
I:\Record_chunks\New recording 130_sent0051.wav,0.474332,OTHER,
I:\Record_chunks\New recording 130_sent0052.wav,0.629865,OTHER,
I:\Record_chunks\New recording 130_sent0053.wav,0.662649,TARGET,
I:\Record_chunks\New recording 130_sent0054.wav,,OTHER,too_short(1.56s)
I:\Record_chunks\New recording 130_sent0055.wav,0.232059,OTHER,
I:\Record_chunks\New recording 130_sent0056.wav,0.487422,OTHER,
I:\Record_chunks\New recording 130_sent0057.wav,,OTHER,too_short(1.04s)
I:\Record_chunks\New recording 130_sent0058.wav,,OTHER,too_short(1.68s)
I:\Record_chunks\New recording 130_sent0059.wav,,OTHER,too_short(0.56s)
I:\Record_chunks\New recording 130_sent0060.wav,,OTHER,too_short(1.74s)
I:\Record_chunks\New recording 130_sent0061.wav,0.546924,OTHER,
I:\Record_chunks\New recording 130_sent0062.wav,,OTHER,too_short(0.90s)
I:\Record_chunks\New recording 130_sent0063.wav,,OTHER,too_short(1.12s)
I:\Record_chunks\New recording 130_sent0064.wav,0.238366,OTHER,
I:\Record_chunks\New recording 130_sent0065.wav,0.594066,OTHER,
I:\Record_chunks\New recording 130_sent0066.wav,0.189874,OTHER,
I:\Record_chunks\New recording 130_sent0067.wav,0.449869,OTHER,
I:\Record_chunks\New recording 130_sent0068.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 130_sent0069.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 130_sent0070.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 130_sent0071.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 130_sent0072.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 130_sent0073.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 130_sent0074.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 130_sent0075.wav,0.264718,OTHER,
I:\Record_chunks\New recording 130_sent0076.wav,0.291737,OTHER,
I:\Record_chunks\New recording 130_sent0077.wav,0.168540,OTHER,
I:\Record_chunks\New recording 130_sent0078.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 130_sent0079.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 130_sent0080.wav,,OTHER,too_short(0.83s)
I:\Record_chunks\New recording 130_sent0081.wav,0.194274,OTHER,
I:\Record_chunks\New recording 130_sent0082.wav,0.497853,OTHER,
I:\Record_chunks\New recording 130_sent0083.wav,,OTHER,too_short(0.49s)
I:\Record_chunks\New recording 130_sent0084.wav,0.125884,OTHER,
I:\Record_chunks\New recording 130_sent0085.wav,,OTHER,too_short(1.06s)
I:\Record_chunks\New recording 130_sent0086.wav,0.326032,OTHER,
I:\Record_chunks\New recording 130_sent0087.wav,,OTHER,too_short(0.63s)
I:\Record_chunks\New recording 130_sent0088.wav,,OTHER,too_short(0.86s)
I:\Record_chunks\New recording 130_sent0089.wav,0.239468,OTHER,
I:\Record_chunks\New recording 130_sent0090.wav,0.487322,OTHER,
I:\Record_chunks\New recording 130_sent0091.wav,,OTHER,too_short(1.26s)
I:\Record_chunks\New recording 130_sent0092.wav,0.341141,OTHER,
I:\Record_chunks\New recording 130_sent0093.wav,,OTHER,too_short(0.96s)
I:\Record_chunks\New recording 130_sent0094.wav,,OTHER,too_short(1.38s)
I:\Record_chunks\New recording 130_sent0095.wav,,OTHER,too_short(1.16s)
I:\Record_chunks\New recording 130_sent0096.wav,0.301540,OTHER,
I:\Record_chunks\New recording 130_sent0097.wav,,OTHER,too_short(1.08s)
I:\Record_chunks\New recording 130_sent0098.wav,0.386868,OTHER,
I:\Record_chunks\New recording 130_sent0099.wav,,OTHER,too_short(0.82s)
I:\Record_chunks\New recording 130_sent0100.wav,,OTHER,too_short(0.80s)
I:\Record_chunks\New recording 130_sent0101.wav,0.282374,OTHER,
I:\Record_chunks\New recording 130_sent0102.wav,,OTHER,too_short(1.30s)
I:\Record_chunks\New recording 130_sent0103.wav,,OTHER,too_short(0.66s)
I:\Record_chunks\New recording 130_sent0104.wav,0.016471,OTHER,
I:\Record_chunks\New recording 130_sent0105.wav,,OTHER,too_short(0.66s)
I:\Record_chunks\New recording 130_sent0106.wav,0.308639,OTHER,
I:\Record_chunks\New recording 130_sent0107.wav,0.442516,OTHER,
I:\Record_chunks\New recording 130_sent0108.wav,0.519982,OTHER,
I:\Record_chunks\New recording 130_sent0109.wav,0.591632,OTHER,
I:\Record_chunks\New recording 130_sent0110.wav,,OTHER,too_short(1.30s)
